NC,NN,MC,MN,V,D1C,D1N,D2C,D2N,D3C,D3N
1,Brasil,38,Reais,2991,1,Brasil,202206,abr-mai-jun 2022,5933,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos"
1,Brasil,38,Reais,3034,1,Brasil,202207,mai-jun-jul 2022,5933,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos"
1,Brasil,38,Reais,3059,1,Brasil,202208,jun-jul-ago 2022,5933,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos"
1,Brasil,38,Reais,3101,1,Brasil,202209,jul-ago-set 2022,5933,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos"
1,Brasil,38,Reais,3121,1,Brasil,202210,ago-set-out 2022,5933,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos"
1,Brasil,38,Reais,3151,1,Brasil,202211,set-out-nov 2022,5933,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos"
1,Brasil,38,Reais,3158,1,Brasil,202212,out-nov-dez 2022,5933,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos"
1,Brasil,38,Reais,3172,1,Brasil,202301,nov-dez-jan 2023,5933,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos"
1,Brasil,38,Reais,3171,1,Brasil,202302,dez-jan-fev 2023,5933,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos"
1,Brasil,38,Reais,3179,1,Brasil,202303,jan-fev-mar 2023,5933,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos"
1,Brasil,38,Reais,3169,1,Brasil,202304,fev-mar-abr 2023,5933,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos"
1,Brasil,38,Reais,3164,1,Brasil,202305,mar-abr-mai 2023,5933,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos"
1,Brasil,38,Reais,3178,1,Brasil,202306,abr-mai-jun 2023,5933,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos"
1,Brasil,38,Reais,3189,1,Brasil,202307,mai-jun-jul 2023,5933,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos"
1,Brasil,38,Reais,3198,1,Brasil,202308,jun-jul-ago 2023,5933,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos"
1,Brasil,38,Reais,3231,1,Brasil,202309,jul-ago-set 2023,5933,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos"
1,Brasil,38,Reais,3242,1,Brasil,202310,ago-set-out 2023,5933,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos"
1,Brasil,38,Reais,3271,1,Brasil,202311,set-out-nov 2023,5933,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos"
1,Brasil,38,Reais,3257,1,Brasil,202312,out-nov-dez 2023,5933,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos"
1,Brasil,38,Reais,3293,1,Brasil,202401,nov-dez-jan 2024,5933,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos"
1,Brasil,38,Reais,3307,1,Brasil,202402,dez-jan-fev 2024,5933,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos"
1,Brasil,38,Reais,3305,1,Brasil,202403,jan-fev-mar 2024,5933,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos"
1,Brasil,38,Reais,3319,1,Brasil,202404,fev-mar-abr 2024,5933,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos"
1,Brasil,38,Reais,3340,1,Brasil,202405,mar-abr-mai 2024,5933,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos"
1,Brasil,38,Reais,3362,1,Brasil,202406,abr-mai-jun 2024,5933,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos"
1,Brasil,38,Reais,3343,1,Brasil,202407,mai-jun-jul 2024,5933,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos"
1,Brasil,38,Reais,3360,1,Brasil,202408,jun-jul-ago 2024,5933,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos"
1,Brasil,38,Reais,3349,1,Brasil,202409,jul-ago-set 2024,5933,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos"
1,Brasil,38,Reais,3368,1,Brasil,202410,ago-set-out 2024,5933,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos"
1,Brasil,38,Reais,3383,1,Brasil,202411,set-out-nov 2024,5933,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos"
1,Brasil,38,Reais,3397,1,Brasil,202412,out-nov-dez 2024,5933,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos"
1,Brasil,38,Reais,3414,1,Brasil,202501,nov-dez-jan 2025,5933,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos"
1,Brasil,38,Reais,3427,1,Brasil,202502,dez-jan-fev 2025,5933,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos"
